sector,ECtoWSInc,FTEperTotalEmp
227,1.229520533,0.979328165
228,1.229520533,0.979328165
229,1.20586911,0.979110512
230,1.20586911,0.979110512
231,1.229520533,0.979328165
232,1.229520533,0.979328165
233,1.20586911,0.979110512
234,1.20586911,0.979110512
235,1.20586911,0.979110512
236,1.20586911,0.979110512
237,1.20586911,0.979110512
238,1.20586911,0.979110512
239,1.20586911,0.979110512
240,1.20586911,0.979110512
241,1.20586911,0.979110512
242,1.20586911,0.979110512
243,1.20586911,0.979110512
244,1.20586911,0.979110512
245,1.20586911,0.979110512
246,1.20586911,0.979110512
247,1.20586911,0.979110512
248,1.20586911,0.979110512
249,1.20586911,0.979110512
250,1.20586911,0.979110512
251,1.20586911,0.979110512
252,1.20586911,0.979110512
253,1.20586911,0.979110512
254,1.20586911,0.979110512
255,1.20586911,0.979110512
256,1.20586911,0.979110512
257,1.20586911,0.979110512
258,1.20586911,0.979110512
259,1.20586911,0.979110512
260,1.223050659,0.981349911
261,1.223050659,0.981349911
262,1.223050659,0.981349911
263,1.223050659,0.981349911
264,1.223050659,0.981349911
265,1.223050659,0.981349911
266,1.223050659,0.981349911
267,1.223050659,0.981349911
268,1.223050659,0.981349911
269,1.223050659,0.981349911
270,1.223050659,0.981349911
271,1.223050659,0.981349911
272,1.223050659,0.981349911
273,1.223050659,0.981349911
274,1.223050659,0.981349911
275,1.223050659,0.981349911
276,1.223050659,0.981349911
277,1.223050659,0.981349911
278,1.223050659,0.981349911
279,1.223050659,0.981349911
280,1.223050659,0.981349911
281,1.223050659,0.981349911
282,1.223050659,0.981349911
283,1.223050659,0.981349911
284,1.223050659,0.981349911
285,1.223050659,0.981349911
286,1.223050659,0.981349911
287,1.223050659,0.981349911
288,1.223050659,0.981349911
289,1.223050659,0.981349911
290,1.223050659,0.981349911
291,1.223050659,0.981349911
292,1.223050659,0.981349911
293,1.223050659,0.981349911
294,1.223050659,0.981349911
295,1.223050659,0.981349911
296,1.223050659,0.981349911
297,1.223050659,0.981349911
298,1.177955031,0.98603352
299,1.177955031,0.98603352
300,1.177955031,0.98603352
301,1.177955031,0.98603352
302,1.177955031,0.98603352
303,1.177955031,0.98603352
304,1.177955031,0.98603352
305,1.177955031,0.98603352
306,1.177955031,0.98603352
307,1.177955031,0.98603352
308,1.177955031,0.98603352
309,1.177955031,0.98603352
310,1.177955031,0.98603352
311,1.177955031,0.98603352
312,1.177955031,0.98603352
313,1.177955031,0.98603352
314,1.177955031,0.98603352
315,1.177955031,0.98603352
316,1.177955031,0.98603352
317,1.177955031,0.98603352
318,1.177955031,0.98603352
319,1.177955031,0.98603352
320,1.177955031,0.98603352
321,1.177955031,0.98603352
322,1.364474838,0.980049875
323,1.364474838,0.980049875
324,1.364474838,0.980049875
325,1.364474838,0.980049875
326,1.364474838,0.980049875
327,1.364474838,0.980049875
328,1.364474838,0.980049875
329,1.364474838,0.980049875
330,1.364474838,0.980049875
331,1.364474838,0.980049875
332,1.364474838,0.980049875
333,1.364474838,0.980049875
334,1.364474838,0.980049875
335,1.364474838,0.980049875
336,1.364474838,0.980049875
337,1.364474838,0.980049875
338,1.364474838,0.980049875
339,1.364474838,0.980049875
340,1.23954273,0.987987988
341,1.23954273,0.987987988
342,1.23954273,0.987987988
343,1.23954273,0.987987988
344,1.23954273,0.987987988
345,1.23954273,0.987987988
346,1.23954273,0.987987988
347,1.23954273,0.987987988
348,1.23954273,0.987987988
349,1.23954273,0.987987988
350,1.23954273,0.987987988
351,1.23954273,0.987987988
352,1.23954273,0.987987988
353,1.23954273,0.987987988
354,1.251022445,0.98773842
355,1.251022445,0.98773842
356,1.251022445,0.98773842
357,1.251022445,0.98773842
358,1.251022445,0.98773842
359,1.251022445,0.98773842
360,1.251022445,0.98773842
361,1.251022445,0.98773842
362,1.251022445,0.98773842
363,1.251022445,0.98773842
364,1.251022445,0.98773842
365,1.201304255,0.971502591
366,1.201304255,0.971502591
367,1.201304255,0.971502591
368,1.201304255,0.971502591
369,1.201304255,0.971502591
370,1.201304255,0.971502591
371,1.201304255,0.971502591
372,1.201304255,0.971502591
373,1.201304255,0.971502591
374,1.201304255,0.971502591
375,1.201304255,0.971502591
376,1.36955144,0.974110032
377,1.36955144,0.974110032
378,1.36955144,0.974110032
379,1.36955144,0.974110032
380,1.36955144,0.974110032
381,1.36955144,0.974110032
382,1.36955144,0.974110032
383,1.36955144,0.974110032
384,1.36955144,0.974110032
385,1.36955144,0.974110032
386,1.36955144,0.974110032
387,1.36955144,0.974110032
388,1.36955144,0.974110032
389,1.36955144,0.974110032
390,1.36955144,0.974110032
391,1.36955144,0.974110032
392,1.159942938,0.967861976
393,1.159942938,0.967861976
394,1.159942938,0.967861976
395,1.159942938,0.967861976
396,1.159942938,0.967861976
397,1.159942938,0.967861976
398,1.159942938,0.967861976
399,1.159942938,0.967861976
400,1.159942938,0.967861976
401,1.159942938,0.967861976
402,1.184059845,0.870841487
403,1.193824339,0.871035941
404,1.193824339,0.871035941
405,1.193824339,0.871035941
406,1.249389852,0.87111399
407,1.193824339,0.871035941
408,1.193824339,0.871035941
409,1.193824339,0.871035941
410,1.193824339,0.871035941
411,1.210720957,0.871127225
412,1.193824339,0.871035941
413,1.193824339,0.871035941
414,1.311115821,0.942913386
415,1.326346143,0.943502825
416,1.288642751,0.940298507
417,1.275916059,0.942802057
418,1.212721999,0.942687747
419,1.217179671,0.941176471
420,1.199605045,0.942663379
421,1.199605045,0.942663379
422,1.174869433,0.943154524
423,1.129034325,0.888416578
424,1.129034325,0.888416578
425,1.129034325,0.888416578
426,1.129034325,0.888416578
427,1.129034325,0.888416578
428,1.129034325,0.888416578
429,1.184723612,0.888888889
430,1.184723612,0.888888889
431,1.205411299,0.982653061
432,1.205411299,0.982653061
433,1.205411299,0.982653061
434,1.205411299,0.982653061
435,1.205411299,0.982653061
436,1.137685652,0.911646586
437,1.137685652,0.911646586
438,1.205411299,0.982653061
439,1.166411931,0.976439791
440,1.169292385,0.975840336
441,1.166411931,0.976439791
442,1.169292385,0.975840336
443,1.174067803,0.973300107
444,1.174067803,0.973300107
445,1.174067803,0.973300107
446,1.17147501,0.941176471
447,1.147820945,0.917472965
448,1.147820945,0.917472965
449,1.147820945,0.917472965
450,1.154181037,0.930693069
451,1.154181037,0.930693069
452,1.154181037,0.930693069
453,1.154181037,0.930693069
454,1.154181037,0.930693069
455,1.180008073,0.958047945
456,1.155383258,0.958320026
457,1.155383258,0.958320026
458,1.155383258,0.958320026
459,1.133610141,0.958143767
460,1.133610141,0.958143767
461,1.133610141,0.958143767
462,1.155383258,0.958320026
463,1.155383258,0.958320026
464,1.155383258,0.958320026
465,1.155383258,0.958320026
466,1.155383258,0.958320026
467,1.155383258,0.958320026
468,1.155383258,0.958320026
469,1.163500102,0.936514523
470,1.174488502,0.923318738
471,1.174488502,0.923318738
472,1.174488502,0.923318738
473,1.174488502,0.923318738
474,1.174488502,0.923318738
475,1.174488502,0.923318738
476,1.174488502,0.923318738
477,1.174488502,0.923318738
478,1.174488502,0.923318738
479,1.18278025,0.962305987
480,1.246142219,0.893798243
481,1.246142219,0.893798243
482,1.246142219,0.893798243
483,1.205686409,0.906934543
484,1.205686409,0.906934543
485,1.205686409,0.906934543
486,1.205686409,0.906934543
487,1.205686409,0.906934543
488,1.205686409,0.906934543
489,1.205686409,0.906934543
490,1.228055472,0.947276941
491,1.217757615,0.906819518
492,1.217757615,0.906819518
493,1.208821502,0.873919308
494,1.208821502,0.873919308
495,1.208821502,0.873919308
496,1.147349989,0.826647564
497,1.147349989,0.826647564
498,1.147349989,0.826647564
499,1.147349989,0.826647564
500,1.147349989,0.826647564
501,1.147349989,0.826647564
502,1.175046332,0.825791855
503,1.175046332,0.825791855
504,1.175046332,0.825791855
505,1.175046332,0.825791855
506,1.175046332,0.825791855
507,1.146863927,0.915697674
508,1.146863927,0.915697674
509,1.142840678,0.804317144
510,1.142840678,0.804317144
511,1.142840678,0.804317144
512,1.157114614,0.857162235
513,1.157114614,0.857162235
514,1.157114614,0.857162235
515,1.157114614,0.857162235
516,1.157114614,0.857162235
517,1.157114614,0.857162235
518,1.157114614,0.857162235
519,1.157114614,0.857162235
520,1.157114614,0.857162235
521,1.157114614,0.857162235
522,1.157114614,0.857162235
523,1.157114614,0.857162235
524,1.157114614,0.857162235
525,1.157114614,0.857162235
526,1.497444385,0.801152738
527,1.497444385,0.801152738
528,1.497444385,0.801152738
529,1.43281937,0.943286072
530,1.43281937,0.943286072
531,1.43281937,0.943286072
532,1.43281937,0.943286072
533,1.43281937,0.943286072
534,1.43281937,0.943286072
535,0,0
536,0,0
537,0,0
538,0,0
539,1.440292103,0.772020725
540,1.432815317,0.860565642
541,1.432815317,0.860565642
542,1.440292103,0.772020725
543,1.432815317,0.860565642
544,1.432815317,0.860565642
545,1.427485934,0.686984418
546,1.439604295,0.967928731
